owner,ym,genre,plays,minutes
Roman,2022-02,Rock,51,56.9
Roman,2022-02,Metal,36,63.4
Roman,2022-02,Nu Metal,35,11.0
Roman,2022-02,Alternative Rock,2,0.6
Roman,2022-02,Pop Rock,1,0.0
Roman,2022-02,R&B/Soul,1,0.0
Roman,2022-03,Other,1317,1169.4
Roman,2022-03,Nu Metal,443,566.4
Roman,2022-03,Hard Rock,106,116.4
Roman,2022-03,Rock,94,68.3
Roman,2022-03,Metal,73,138.7
Roman,2022-03,Metalcore,49,47.9
Roman,2022-03,Post-Grunge,14,15.8
Roman,2022-03,Pop Rock,12,7.6
Roman,2022-03,Hip-Hop,1,0.2
Roman,2022-03,Pop,1,0.8
Roman,2022-04,Other,970,973.9
Roman,2022-04,Nu Metal,347,280.0
Roman,2022-04,Metal,290,384.5
Roman,2022-04,Post-Grunge,99,136.2
Roman,2022-04,Metalcore,56,69.2
Roman,2022-04,Hard Rock,43,37.2
Roman,2022-04,Rock,29,29.8
Roman,2022-04,Pop Rock,8,7.3
Roman,2022-04,Pop,3,0.2
Roman,2022-04,Alternative Rock,1,0.0
Roman,2022-04,Electronic/Dance,1,0.0
Roman,2022-04,Israeli Rock,1,0.1
Roman,2022-05,Other,398,495.2
Roman,2022-05,Nu Metal,143,220.7
Roman,2022-05,Metal,54,155.3
Roman,2022-05,Post-Grunge,41,76.6
Roman,2022-05,Metalcore,17,10.9
Roman,2022-05,Hard Rock,8,7.5
Roman,2022-05,Rock,4,0.1
Roman,2022-05,Pop Rock,1,0.3
Roman,2022-06,Other,332,295.6
Roman,2022-06,Nu Metal,225,444.2
Roman,2022-06,Metal,28,72.3
Roman,2022-06,Metalcore,6,5.5
Roman,2022-06,Post-Grunge,3,0.3
Roman,2022-06,Rock,3,0.0
Roman,2022-07,Nu Metal,313,684.5
Roman,2022-07,Other,139,115.8
Roman,2022-07,Metal,19,58.9
Roman,2022-07,Post-Grunge,15,32.1
Roman,2022-07,Metalcore,5,4.7
Roman,2022-07,Hard Rock,2,0.0
Roman,2022-07,Pop,1,0.0
Roman,2022-08,Nu Metal,310,536.8
Roman,2022-08,Other,187,244.4
Roman,2022-08,Pop Rock,51,130.4
Roman,2022-08,Metalcore,17,42.9
Roman,2022-08,Post-Grunge,1,0.0
Roman,2022-08,Rock,1,0.0
Roman,2022-09,Nu Metal,320,567.5
Roman,2022-09,Other,263,380.4
Roman,2022-09,Pop Rock,23,52.7
Roman,2022-09,Metalcore,21,30.5
Roman,2022-09,Rock,8,23.5
Roman,2022-09,Metal,3,5.7
Roman,2022-09,Singer-Songwriter,1,0.0
Roman,2022-10,Nu Metal,267,540.2
Roman,2022-10,Other,235,347.5
Roman,2022-10,Rock,56,119.6
Roman,2022-10,Pop Rock,15,19.5
Roman,2022-10,Metalcore,9,16.7
Roman,2022-10,Metal,4,8.4
Roman,2022-10,Hard Rock,2,2.4
Roman,2022-10,Post-Grunge,2,0.1
Roman,2022-11,Nu Metal,552,1311.9
Roman,2022-11,Other,467,716.2
Roman,2022-11,Metalcore,51,104.8
Roman,2022-11,Metal,11,17.1
Roman,2022-11,Pop Rock,6,12.4
Roman,2022-11,Rock,5,14.3
Roman,2022-11,Post-Grunge,2,3.1
Roman,2022-12,Other,449,650.8
Roman,2022-12,Nu Metal,377,813.1
Roman,2022-12,Metalcore,68,89.5
Roman,2022-12,Metal,30,85.6
Roman,2022-12,Pop Rock,20,36.7
Roman,2022-12,Post-Grunge,14,16.8
Roman,2022-12,Rock,2,4.0
Roman,2022-12,Pop,1,2.4
Roman,2023-01,Other,229,210.8
Roman,2023-01,Metalcore,120,214.7
Roman,2023-01,Nu Metal,113,239.7
Roman,2023-01,Metal,6,19.2
Roman,2023-01,Pop Rock,1,0.0
Roman,2023-01,Rock,1,0.1
Roman,2023-02,Nu Metal,156,327.2
Roman,2023-02,Other,74,122.4
Roman,2023-02,Metalcore,18,33.9
Roman,2023-02,Metal,8,4.1
Roman,2023-03,Metalcore,71,189.2
Roman,2023-03,Other,61,32.1
Roman,2023-03,Nu Metal,44,93.3
Roman,2023-03,Metal,7,0.7
Roman,2023-03,Post-Grunge,6,0.1
Roman,2023-04,Nu Metal,370,738.4
Roman,2023-04,Other,201,314.5
Roman,2023-04,Metalcore,69,154.6
Roman,2023-04,Metal,27,36.6
Roman,2023-04,Post-Grunge,2,0.0
Roman,2023-05,Other,874,1307.1
Roman,2023-05,Nu Metal,562,1382.0
Roman,2023-05,Metalcore,174,288.5
Roman,2023-05,Metal,27,41.9
Roman,2023-05,Rock,24,29.4
Roman,2023-05,Post-Grunge,8,0.3
Roman,2023-05,Pop Rock,2,0.1
Roman,2023-05,Hard Rock,1,0.1
Roman,2023-05,Hip-Hop,1,0.1
Roman,2023-05,Pop,1,0.0
Roman,2023-06,Other,665,1236.6
Roman,2023-06,Metal,604,1697.8
Roman,2023-06,Nu Metal,126,313.2
Roman,2023-06,Metalcore,113,198.9
Roman,2023-06,Rock,7,24.9
Roman,2023-06,Post-Grunge,3,0.2
Roman,2023-06,Hard Rock,1,0.0
Roman,2023-07,Metal,186,664.1
Roman,2023-07,Other,173,429.0
Roman,2023-07,Metalcore,33,62.6
Roman,2023-07,Nu Metal,2,3.7
Roman,2023-08,Metal,461,1703.9
Roman,2023-08,Other,372,583.1
Roman,2023-08,Metalcore,172,352.3
Roman,2023-08,Nu Metal,7,9.7
Roman,2023-09,Other,774,1027.8
Roman,2023-09,Metal,359,1227.5
Roman,2023-09,Metalcore,96,157.3
Roman,2023-09,Pop,8,32.2
Roman,2023-09,Nu Metal,6,9.7
Roman,2023-09,Post-Grunge,1,3.9
Roman,2023-10,Other,869,1790.4
Roman,2023-10,Metalcore,495,714.4
Roman,2023-10,Metal,480,1939.5
Roman,2023-10,Nu Metal,4,8.4
Roman,2023-10,Pop Rock,1,0.0
Roman,2023-11,Other,562,1638.9
Roman,2023-11,Metal,511,2216.2
Roman,2023-11,Metalcore,251,820.2
Roman,2023-11,Nu Metal,14,28.2
Roman,2023-11,Pop,6,11.0
Roman,2023-12,Other,929,2446.5
Roman,2023-12,Metal,617,2592.1
Roman,2023-12,Metalcore,289,793.2
Roman,2023-12,Rock,19,15.0
Roman,2023-12,Post-Grunge,12,31.9
Roman,2023-12,Pop,10,32.0
Roman,2023-12,Alternative Rock,5,13.0
Roman,2023-12,Pop Rock,4,1.5
Roman,2023-12,Nu Metal,3,7.4
Roman,2023-12,Mizrahi,1,1.1
Roman,2024-01,Metal,662,2950.1
Roman,2024-01,Other,472,1210.2
Roman,2024-01,Metalcore,107,280.5
Roman,2024-01,Pop,4,8.2
Roman,2024-01,Nu Metal,2,0.1
Roman,2024-01,Alternative Rock,1,2.9
Roman,2024-02,Metal,815,3691.3
Roman,2024-02,Other,436,963.3
Roman,2024-02,Metalcore,208,537.2
Roman,2024-02,Nu Metal,12,38.8
Roman,2024-02,Pop,2,2.2
Roman,2024-02,Post-Grunge,1,4.9
Roman,2024-03,Metal,540,2150.6
Roman,2024-03,Metalcore,350,1083.5
Roman,2024-03,Other,150,280.6
Roman,2024-03,Indie/Alt Pop,4,12.2
Roman,2024-03,Hip-Hop,2,2.2
Roman,2024-03,Pop,2,0.9
Roman,2024-03,Pop Rock,2,2.3
Roman,2024-03,Post-Grunge,2,4.6
Roman,2024-03,Rock,2,2.5
Roman,2024-03,Alternative Rock,1,4.0
Roman,2024-03,Israeli Pop,1,1.1
Roman,2024-03,Nu Metal,1,0.5
Roman,2024-03,R&B/Soul,1,0.1
Roman,2024-04,Metalcore,532,1760.1
Roman,2024-04,Metal,484,1829.9
Roman,2024-04,Other,302,625.2
Roman,2024-04,Pop,40,60.6
Roman,2024-04,Nu Metal,20,42.7
Roman,2024-04,Rock,9,19.9
Roman,2024-04,Pop Rock,5,8.2
Roman,2024-04,R&B/Soul,3,2.2
Roman,2024-05,Metal,695,2682.7
Roman,2024-05,Other,626,2212.3
Roman,2024-05,Metalcore,415,1416.9
Roman,2024-05,Hard Rock,11,19.9
Roman,2024-05,Nu Metal,5,12.0
Roman,2024-06,Metal,663,2575.8
Roman,2024-06,Other,476,1709.4
Roman,2024-06,Metalcore,420,1357.4
Roman,2024-07,Metal,843,3810.4
Roman,2024-07,Other,419,1377.0
Roman,2024-07,Metalcore,209,679.0
Roman,2024-07,Hard Rock,1,0.4
Roman,2024-07,Rock,1,0.0
Roman,2024-08,Metal,753,3304.2
Roman,2024-08,Other,595,1694.5
Roman,2024-08,Metalcore,154,429.6
Roman,2024-08,Nu Metal,34,39.5
Roman,2024-09,Metal,426,1630.1
Roman,2024-09,Other,142,193.8
Roman,2024-09,Metalcore,110,234.3
Roman,2024-09,Nu Metal,80,214.0
Roman,2024-09,Mizrahi,1,0.2
Roman,2024-10,Metal,486,1858.9
Roman,2024-10,Other,466,1265.4
Roman,2024-10,Metalcore,164,310.8
Roman,2024-10,Nu Metal,8,16.2
Roman,2024-10,Post-Grunge,7,14.4
Roman,2024-11,Other,596,1841.6
Roman,2024-11,Metal,373,1399.3
Roman,2024-11,Metalcore,170,572.4
Roman,2024-11,Nu Metal,65,171.6
Roman,2024-11,Post-Grunge,13,50.1
Roman,2024-12,Other,698,1774.7
Roman,2024-12,Metalcore,373,1260.7
Roman,2024-12,Metal,272,1107.3
Roman,2024-12,Nu Metal,17,86.4
Roman,2024-12,Rock,10,36.7
Roman,2024-12,Post-Grunge,6,31.9
Roman,2024-12,Pop,1,0.4
Roman,2025-01,Metal,543,2364.7
Roman,2025-01,Other,480,1306.3
Roman,2025-01,Metalcore,154,486.7
Roman,2025-01,Nu Metal,1,6.5
Roman,2025-02,Metal,504,1919.9
Roman,2025-02,Other,308,911.4
Roman,2025-02,Nu Metal,75,216.9
Roman,2025-02,Metalcore,64,198.1
Roman,2025-03,Metal,473,1892.4
Roman,2025-03,Other,314,822.1
Roman,2025-03,Metalcore,100,336.5
Roman,2025-03,Post-Grunge,18,21.5
Roman,2025-03,Nu Metal,1,2.7
Roman,2025-04,Metal,463,1824.8
Roman,2025-04,Other,394,931.1
Roman,2025-04,Metalcore,111,368.7
Roman,2025-04,Post-Grunge,24,85.3
Roman,2025-05,Metal,481,2380.0
Roman,2025-05,Other,287,817.2
Roman,2025-05,Metalcore,39,144.9
Roman,2025-05,Hard Rock,8,18.7
Roman,2025-06,Metal,765,3099.3
Roman,2025-06,Other,285,776.4
Roman,2025-06,Metalcore,59,167.4
Roman,2025-06,Post-Grunge,6,18.9
Roman,2025-06,Nu Metal,2,2.9
Roman,2025-07,Metal,1243,4229.4
Roman,2025-07,Metalcore,166,496.6
Roman,2025-07,Other,166,393.4
Roman,2025-07,Post-Grunge,106,373.7
Roman,2025-07,Pop,3,9.8
Roman,2025-07,Nu Metal,2,6.7
Roman,2025-08,Metal,845,2614.3
Roman,2025-08,Other,513,1097.7
Roman,2025-08,Metalcore,109,362.1
Roman,2025-08,Nu Metal,10,15.8
Roman,2025-08,Post-Grunge,3,1.8
Roman,2025-09,Other,879,2585.8
Roman,2025-09,Metal,519,1542.0
Roman,2025-09,Metalcore,57,198.8
Roman,2025-09,Nu Metal,1,3.1
Roman,2025-09,Post-Grunge,1,2.0
Roman,2025-10,Other,815,2353.8
Roman,2025-10,Metal,682,2152.7
Roman,2025-10,Metalcore,131,428.7
Roman,2025-10,Post-Grunge,11,25.5
Roman,2025-10,Pop,1,0.0
Roman,2025-11,Metal,897,2971.8
Roman,2025-11,Other,477,1365.8
Roman,2025-11,Metalcore,257,733.4
Roman,2025-11,Nu Metal,4,8.5
Roman,2025-11,Hard Rock,1,2.3
Roman,2025-12,Other,747,1846.8
Roman,2025-12,Metal,491,1423.7
Roman,2025-12,Metalcore,356,985.0
Roman,2025-12,K/J-Pop,35,57.1
Roman,2025-12,Post-Grunge,34,70.6
Roman,2025-12,Nu Metal,3,6.5
Roman,2026-01,Other,805,1808.0
Roman,2026-01,Metalcore,694,2033.4
Roman,2026-01,K/J-Pop,277,801.9
Roman,2026-01,Metal,220,619.4
Roman,2026-01,Hard Rock,9,28.7
Roman,2026-01,Pop Rock,8,1.0
Roman,2026-01,Nu Metal,4,13.4
Roman,2026-01,R&B/Soul,3,3.3
Roman,2026-02,Other,718,2139.1
Roman,2026-02,Metalcore,532,1523.8
Roman,2026-02,K/J-Pop,464,1329.2
Roman,2026-02,Metal,231,625.3
Roman,2026-02,Nu Metal,23,53.0
Roman,2026-02,Post-Grunge,14,55.2
Roman,2026-02,Pop Rock,2,0.1
Roman,2026-03,Other,815,2136.6
Roman,2026-03,Metal,242,825.1
Roman,2026-03,Metalcore,175,566.7
Roman,2026-03,K/J-Pop,96,282.5
Roman,2026-03,Nu Metal,22,61.8
Roman,2026-03,R&B/Soul,4,0.3
Roman,2026-03,Post-Grunge,1,0.0
Roman,2026-04,Other,881,2472.7
Roman,2026-04,Metal,622,2206.6
Roman,2026-04,Metalcore,73,218.6
Roman,2026-04,K/J-Pop,60,192.1
Roman,2026-04,Nu Metal,36,94.0
Roman,2026-04,Post-Grunge,4,6.1
Roman,2026-04,Pop,3,6.2
Roman,2026-04,Pop Rock,3,3.6
Roman,2026-04,R&B/Soul,1,4.0
Roman,2026-05,Other,368,910.7
Roman,2026-05,Metal,177,579.4
Roman,2026-05,Metalcore,33,76.7
Roman,2026-05,K/J-Pop,12,30.3
