owner,year,weekday,hour_local,plays,pct_of_owner_year
Roman,2021,Wednesday,14,156,1.02
Roman,2021,Wednesday,15,125,0.82
Roman,2021,Wednesday,16,244,1.6
Roman,2021,Wednesday,17,189,1.24
Roman,2021,Wednesday,18,62,0.41
Roman,2021,Wednesday,19,87,0.57
Roman,2021,Wednesday,20,38,0.25
Roman,2021,Wednesday,21,39,0.26
Roman,2021,Wednesday,22,57,0.37
Roman,2021,Wednesday,23,78,0.51
Roman,2022,Friday,0,9,0.08
Roman,2022,Friday,7,7,0.06
Roman,2022,Friday,8,30,0.26
Roman,2022,Friday,9,34,0.29
Roman,2022,Friday,10,85,0.72
Roman,2022,Friday,11,157,1.33
Roman,2022,Friday,12,74,0.63
Roman,2022,Friday,13,118,1.0
Roman,2022,Friday,14,65,0.55
Roman,2022,Friday,15,185,1.57
Roman,2022,Friday,16,159,1.35
Roman,2022,Friday,17,77,0.65
Roman,2022,Friday,18,20,0.17
Roman,2022,Friday,19,96,0.82
Roman,2022,Friday,20,88,0.75
Roman,2022,Friday,21,266,2.26
Roman,2022,Friday,22,23,0.2
Roman,2022,Friday,23,3,0.03
Roman,2022,Monday,0,6,0.05
Roman,2022,Monday,7,60,0.51
Roman,2022,Monday,8,31,0.26
Roman,2022,Monday,9,45,0.38
Roman,2022,Monday,10,39,0.33
Roman,2022,Monday,11,54,0.46
Roman,2022,Monday,12,33,0.28
Roman,2022,Monday,13,47,0.4
Roman,2022,Monday,14,36,0.31
Roman,2022,Monday,15,7,0.06
Roman,2022,Monday,16,498,4.23
Roman,2022,Monday,17,90,0.77
Roman,2022,Monday,18,179,1.52
Roman,2022,Monday,19,173,1.47
Roman,2022,Monday,20,180,1.53
Roman,2022,Monday,21,58,0.49
Roman,2022,Monday,22,3,0.03
Roman,2022,Saturday,10,107,0.91
Roman,2022,Saturday,11,96,0.82
Roman,2022,Saturday,12,46,0.39
Roman,2022,Saturday,13,59,0.5
Roman,2022,Saturday,14,28,0.24
Roman,2022,Saturday,15,107,0.91
Roman,2022,Saturday,16,32,0.27
Roman,2022,Saturday,17,89,0.76
Roman,2022,Saturday,18,103,0.88
Roman,2022,Saturday,19,82,0.7
Roman,2022,Saturday,20,199,1.69
Roman,2022,Saturday,21,49,0.42
Roman,2022,Saturday,22,22,0.19
Roman,2022,Saturday,23,6,0.05
Roman,2022,Sunday,0,1,0.01
Roman,2022,Sunday,7,9,0.08
Roman,2022,Sunday,8,23,0.2
Roman,2022,Sunday,9,11,0.09
Roman,2022,Sunday,10,28,0.24
Roman,2022,Sunday,11,41,0.35
Roman,2022,Sunday,12,53,0.45
Roman,2022,Sunday,13,60,0.51
Roman,2022,Sunday,14,130,1.11
Roman,2022,Sunday,15,30,0.26
Roman,2022,Sunday,16,592,5.03
Roman,2022,Sunday,17,179,1.52
Roman,2022,Sunday,18,142,1.21
Roman,2022,Sunday,19,206,1.75
Roman,2022,Sunday,20,118,1.0
Roman,2022,Sunday,21,81,0.69
Roman,2022,Sunday,22,2,0.02
Roman,2022,Sunday,23,6,0.05
Roman,2022,Thursday,0,6,0.05
Roman,2022,Thursday,5,1,0.01
Roman,2022,Thursday,7,1,0.01
Roman,2022,Thursday,8,10,0.09
Roman,2022,Thursday,9,8,0.07
Roman,2022,Thursday,10,8,0.07
Roman,2022,Thursday,11,50,0.43
Roman,2022,Thursday,12,78,0.66
Roman,2022,Thursday,13,79,0.67
Roman,2022,Thursday,14,60,0.51
Roman,2022,Thursday,15,718,6.1
Roman,2022,Thursday,16,262,2.23
Roman,2022,Thursday,17,98,0.83
Roman,2022,Thursday,18,11,0.09
Roman,2022,Thursday,19,32,0.27
Roman,2022,Thursday,20,76,0.65
Roman,2022,Thursday,21,164,1.39
Roman,2022,Thursday,22,180,1.53
Roman,2022,Thursday,23,58,0.49
Roman,2022,Tuesday,6,1,0.01
Roman,2022,Tuesday,8,16,0.14
Roman,2022,Tuesday,9,5,0.04
Roman,2022,Tuesday,10,16,0.14
Roman,2022,Tuesday,11,54,0.46
Roman,2022,Tuesday,12,53,0.45
Roman,2022,Tuesday,13,40,0.34
Roman,2022,Tuesday,14,114,0.97
Roman,2022,Tuesday,15,92,0.78
Roman,2022,Tuesday,16,546,4.64
Roman,2022,Tuesday,17,147,1.25
Roman,2022,Tuesday,18,87,0.74
Roman,2022,Tuesday,19,230,1.96
Roman,2022,Tuesday,20,188,1.6
Roman,2022,Tuesday,21,162,1.38
Roman,2022,Tuesday,22,4,0.03
Roman,2022,Wednesday,0,16,0.14
Roman,2022,Wednesday,5,1,0.01
Roman,2022,Wednesday,8,2,0.02
Roman,2022,Wednesday,9,35,0.3
Roman,2022,Wednesday,10,67,0.57
Roman,2022,Wednesday,11,31,0.26
Roman,2022,Wednesday,12,146,1.24
Roman,2022,Wednesday,13,58,0.49
Roman,2022,Wednesday,14,104,0.88
Roman,2022,Wednesday,15,138,1.17
Roman,2022,Wednesday,16,783,6.66
Roman,2022,Wednesday,17,217,1.85
Roman,2022,Wednesday,18,195,1.66
Roman,2022,Wednesday,19,229,1.95
Roman,2022,Wednesday,20,174,1.48
Roman,2022,Wednesday,21,125,1.06
Roman,2022,Wednesday,22,9,0.08
Roman,2022,Wednesday,23,4,0.03
Roman,2023,Friday,0,45,0.36
Roman,2023,Friday,3,1,0.01
Roman,2023,Friday,6,1,0.01
Roman,2023,Friday,7,6,0.05
Roman,2023,Friday,8,7,0.06
Roman,2023,Friday,9,51,0.41
Roman,2023,Friday,10,35,0.28
Roman,2023,Friday,11,37,0.3
Roman,2023,Friday,12,36,0.29
Roman,2023,Friday,13,99,0.79
Roman,2023,Friday,14,89,0.71
Roman,2023,Friday,15,64,0.51
Roman,2023,Friday,16,18,0.14
Roman,2023,Friday,17,92,0.74
Roman,2023,Friday,18,55,0.44
Roman,2023,Friday,19,12,0.1
Roman,2023,Friday,20,6,0.05
Roman,2023,Friday,21,38,0.3
Roman,2023,Friday,22,52,0.42
Roman,2023,Friday,23,43,0.34
Roman,2023,Monday,0,83,0.66
Roman,2023,Monday,1,6,0.05
Roman,2023,Monday,7,10,0.08
Roman,2023,Monday,8,15,0.12
Roman,2023,Monday,9,144,1.15
Roman,2023,Monday,10,119,0.95
Roman,2023,Monday,11,138,1.1
Roman,2023,Monday,12,70,0.56
Roman,2023,Monday,13,69,0.55
Roman,2023,Monday,14,125,1.0
Roman,2023,Monday,15,209,1.67
Roman,2023,Monday,16,161,1.29
Roman,2023,Monday,17,169,1.35
Roman,2023,Monday,18,315,2.52
Roman,2023,Monday,19,264,2.11
Roman,2023,Monday,20,136,1.09
Roman,2023,Monday,21,195,1.56
Roman,2023,Monday,22,257,2.05
Roman,2023,Monday,23,154,1.23
Roman,2023,Saturday,0,31,0.25
Roman,2023,Saturday,1,19,0.15
Roman,2023,Saturday,2,13,0.1
Roman,2023,Saturday,9,1,0.01
Roman,2023,Saturday,12,1,0.01
Roman,2023,Saturday,13,1,0.01
Roman,2023,Saturday,14,3,0.02
Roman,2023,Saturday,16,15,0.12
Roman,2023,Saturday,17,29,0.23
Roman,2023,Saturday,18,46,0.37
Roman,2023,Saturday,19,25,0.2
Roman,2023,Saturday,20,68,0.54
Roman,2023,Saturday,21,215,1.72
Roman,2023,Saturday,22,257,2.05
Roman,2023,Saturday,23,131,1.05
Roman,2023,Sunday,0,48,0.38
Roman,2023,Sunday,1,10,0.08
Roman,2023,Sunday,7,7,0.06
Roman,2023,Sunday,8,27,0.22
Roman,2023,Sunday,9,17,0.14
Roman,2023,Sunday,10,56,0.45
Roman,2023,Sunday,11,80,0.64
Roman,2023,Sunday,12,125,1.0
Roman,2023,Sunday,13,142,1.14
Roman,2023,Sunday,14,135,1.08
Roman,2023,Sunday,15,126,1.01
Roman,2023,Sunday,16,186,1.49
Roman,2023,Sunday,17,146,1.17
Roman,2023,Sunday,18,107,0.86
Roman,2023,Sunday,19,149,1.19
Roman,2023,Sunday,20,223,1.78
Roman,2023,Sunday,21,190,1.52
Roman,2023,Sunday,22,225,1.8
Roman,2023,Sunday,23,150,1.2
Roman,2023,Thursday,0,56,0.45
Roman,2023,Thursday,1,20,0.16
Roman,2023,Thursday,8,21,0.17
Roman,2023,Thursday,9,5,0.04
Roman,2023,Thursday,10,3,0.02
Roman,2023,Thursday,11,95,0.76
Roman,2023,Thursday,12,114,0.91
Roman,2023,Thursday,13,97,0.78
Roman,2023,Thursday,14,142,1.14
Roman,2023,Thursday,15,147,1.18
Roman,2023,Thursday,16,190,1.52
Roman,2023,Thursday,17,86,0.69
Roman,2023,Thursday,18,114,0.91
Roman,2023,Thursday,19,87,0.7
Roman,2023,Thursday,20,109,0.87
Roman,2023,Thursday,21,175,1.4
Roman,2023,Thursday,22,217,1.73
Roman,2023,Thursday,23,227,1.81
Roman,2023,Tuesday,0,54,0.43
Roman,2023,Tuesday,1,24,0.19
Roman,2023,Tuesday,2,7,0.06
Roman,2023,Tuesday,7,3,0.02
Roman,2023,Tuesday,8,30,0.24
Roman,2023,Tuesday,9,4,0.03
Roman,2023,Tuesday,10,27,0.22
Roman,2023,Tuesday,11,148,1.18
Roman,2023,Tuesday,12,122,0.98
Roman,2023,Tuesday,13,131,1.05
Roman,2023,Tuesday,14,90,0.72
Roman,2023,Tuesday,15,106,0.85
Roman,2023,Tuesday,16,134,1.07
Roman,2023,Tuesday,17,122,0.98
Roman,2023,Tuesday,18,123,0.98
Roman,2023,Tuesday,19,120,0.96
Roman,2023,Tuesday,20,81,0.65
Roman,2023,Tuesday,21,193,1.54
Roman,2023,Tuesday,22,294,2.35
Roman,2023,Tuesday,23,169,1.35
Roman,2023,Wednesday,0,88,0.7
Roman,2023,Wednesday,1,57,0.46
Roman,2023,Wednesday,2,20,0.16
Roman,2023,Wednesday,7,11,0.09
Roman,2023,Wednesday,8,41,0.33
Roman,2023,Wednesday,9,117,0.94
Roman,2023,Wednesday,10,205,1.64
Roman,2023,Wednesday,11,140,1.12
Roman,2023,Wednesday,12,113,0.9
Roman,2023,Wednesday,13,111,0.89
Roman,2023,Wednesday,14,156,1.25
Roman,2023,Wednesday,15,110,0.88
Roman,2023,Wednesday,16,116,0.93
Roman,2023,Wednesday,17,59,0.47
Roman,2023,Wednesday,18,76,0.61
Roman,2023,Wednesday,19,98,0.78
Roman,2023,Wednesday,20,115,0.92
Roman,2023,Wednesday,21,141,1.13
Roman,2023,Wednesday,22,254,2.03
Roman,2023,Wednesday,23,164,1.31
Roman,2024,Friday,0,117,0.73
Roman,2024,Friday,1,24,0.15
Roman,2024,Friday,7,12,0.08
Roman,2024,Friday,8,30,0.19
Roman,2024,Friday,9,12,0.08
Roman,2024,Friday,10,41,0.26
Roman,2024,Friday,11,75,0.47
Roman,2024,Friday,12,59,0.37
Roman,2024,Friday,13,176,1.1
Roman,2024,Friday,14,224,1.4
Roman,2024,Friday,15,240,1.5
Roman,2024,Friday,16,209,1.31
Roman,2024,Friday,17,146,0.91
Roman,2024,Friday,18,111,0.69
Roman,2024,Friday,19,21,0.13
Roman,2024,Friday,20,1,0.01
Roman,2024,Friday,21,3,0.02
Roman,2024,Friday,22,14,0.09
Roman,2024,Friday,23,18,0.11
Roman,2024,Monday,0,159,1.0
Roman,2024,Monday,1,7,0.04
Roman,2024,Monday,7,4,0.03
Roman,2024,Monday,8,70,0.44
Roman,2024,Monday,9,39,0.24
Roman,2024,Monday,10,47,0.29
Roman,2024,Monday,11,78,0.49
Roman,2024,Monday,12,85,0.53
Roman,2024,Monday,13,188,1.18
Roman,2024,Monday,14,121,0.76
Roman,2024,Monday,15,68,0.43
Roman,2024,Monday,16,105,0.66
Roman,2024,Monday,17,103,0.64
Roman,2024,Monday,18,134,0.84
Roman,2024,Monday,19,114,0.71
Roman,2024,Monday,20,201,1.26
Roman,2024,Monday,21,218,1.36
Roman,2024,Monday,22,353,2.21
Roman,2024,Monday,23,359,2.25
Roman,2024,Saturday,0,18,0.11
Roman,2024,Saturday,1,7,0.04
Roman,2024,Saturday,13,1,0.01
Roman,2024,Saturday,14,3,0.02
Roman,2024,Saturday,15,16,0.1
Roman,2024,Saturday,16,14,0.09
Roman,2024,Saturday,17,38,0.24
Roman,2024,Saturday,18,61,0.38
Roman,2024,Saturday,19,95,0.59
Roman,2024,Saturday,20,130,0.81
Roman,2024,Saturday,21,214,1.34
Roman,2024,Saturday,22,282,1.76
Roman,2024,Saturday,23,346,2.17
Roman,2024,Sunday,0,235,1.47
Roman,2024,Sunday,1,70,0.44
Roman,2024,Sunday,2,1,0.01
Roman,2024,Sunday,7,18,0.11
Roman,2024,Sunday,8,61,0.38
Roman,2024,Sunday,9,24,0.15
Roman,2024,Sunday,10,41,0.26
Roman,2024,Sunday,11,99,0.62
Roman,2024,Sunday,12,41,0.26
Roman,2024,Sunday,13,38,0.24
Roman,2024,Sunday,14,77,0.48
Roman,2024,Sunday,15,108,0.68
Roman,2024,Sunday,16,160,1.0
Roman,2024,Sunday,17,107,0.67
Roman,2024,Sunday,18,99,0.62
Roman,2024,Sunday,19,109,0.68
Roman,2024,Sunday,20,139,0.87
Roman,2024,Sunday,21,212,1.33
Roman,2024,Sunday,22,377,2.36
Roman,2024,Sunday,23,389,2.43
Roman,2024,Thursday,0,174,1.09
Roman,2024,Thursday,1,29,0.18
Roman,2024,Thursday,2,1,0.01
Roman,2024,Thursday,6,1,0.01
Roman,2024,Thursday,7,8,0.05
Roman,2024,Thursday,8,34,0.21
Roman,2024,Thursday,9,55,0.34
Roman,2024,Thursday,10,48,0.3
Roman,2024,Thursday,11,78,0.49
Roman,2024,Thursday,12,45,0.28
Roman,2024,Thursday,13,180,1.13
Roman,2024,Thursday,14,127,0.79
Roman,2024,Thursday,15,138,0.86
Roman,2024,Thursday,16,210,1.31
Roman,2024,Thursday,17,164,1.03
Roman,2024,Thursday,18,192,1.2
Roman,2024,Thursday,19,146,0.91
Roman,2024,Thursday,20,198,1.24
Roman,2024,Thursday,21,310,1.94
Roman,2024,Thursday,22,343,2.15
Roman,2024,Thursday,23,470,2.94
Roman,2024,Tuesday,0,104,0.65
Roman,2024,Tuesday,1,8,0.05
Roman,2024,Tuesday,7,10,0.06
Roman,2024,Tuesday,8,24,0.15
Roman,2024,Tuesday,9,30,0.19
Roman,2024,Tuesday,10,37,0.23
Roman,2024,Tuesday,11,45,0.28
Roman,2024,Tuesday,12,54,0.34
Roman,2024,Tuesday,13,63,0.39
Roman,2024,Tuesday,14,69,0.43
Roman,2024,Tuesday,15,96,0.6
Roman,2024,Tuesday,16,105,0.66
Roman,2024,Tuesday,17,109,0.68
Roman,2024,Tuesday,18,264,1.65
Roman,2024,Tuesday,19,142,0.89
Roman,2024,Tuesday,20,207,1.3
Roman,2024,Tuesday,21,285,1.78
Roman,2024,Tuesday,22,402,2.52
Roman,2024,Tuesday,23,415,2.6
Roman,2024,Wednesday,0,205,1.28
Roman,2024,Wednesday,1,62,0.39
Roman,2024,Wednesday,7,2,0.01
Roman,2024,Wednesday,8,62,0.39
Roman,2024,Wednesday,9,38,0.24
Roman,2024,Wednesday,10,21,0.13
Roman,2024,Wednesday,11,93,0.58
Roman,2024,Wednesday,12,99,0.62
Roman,2024,Wednesday,13,74,0.46
Roman,2024,Wednesday,14,148,0.93
Roman,2024,Wednesday,15,189,1.18
Roman,2024,Wednesday,16,246,1.54
Roman,2024,Wednesday,17,213,1.33
Roman,2024,Wednesday,18,186,1.16
Roman,2024,Wednesday,19,216,1.35
Roman,2024,Wednesday,20,216,1.35
Roman,2024,Wednesday,21,203,1.27
Roman,2024,Wednesday,22,347,2.17
Roman,2024,Wednesday,23,323,2.02
Roman,2025,Friday,0,175,1.13
Roman,2025,Friday,1,4,0.03
Roman,2025,Friday,7,6,0.04
Roman,2025,Friday,8,6,0.04
Roman,2025,Friday,9,12,0.08
Roman,2025,Friday,10,16,0.1
Roman,2025,Friday,11,82,0.53
Roman,2025,Friday,12,103,0.66
Roman,2025,Friday,13,214,1.38
Roman,2025,Friday,14,283,1.82
Roman,2025,Friday,15,318,2.05
Roman,2025,Friday,16,250,1.61
Roman,2025,Friday,17,163,1.05
Roman,2025,Friday,18,134,0.86
Roman,2025,Friday,19,48,0.31
Roman,2025,Friday,20,12,0.08
Roman,2025,Friday,21,13,0.08
Roman,2025,Friday,22,2,0.01
Roman,2025,Friday,23,1,0.01
Roman,2025,Monday,0,174,1.12
Roman,2025,Monday,1,4,0.03
Roman,2025,Monday,8,123,0.79
Roman,2025,Monday,9,59,0.38
Roman,2025,Monday,10,102,0.66
Roman,2025,Monday,11,91,0.59
Roman,2025,Monday,12,131,0.84
Roman,2025,Monday,13,240,1.55
Roman,2025,Monday,14,229,1.48
Roman,2025,Monday,15,298,1.92
Roman,2025,Monday,16,144,0.93
Roman,2025,Monday,17,103,0.66
Roman,2025,Monday,18,97,0.62
Roman,2025,Monday,19,89,0.57
Roman,2025,Monday,20,133,0.86
Roman,2025,Monday,21,261,1.68
Roman,2025,Monday,22,222,1.43
Roman,2025,Monday,23,182,1.17
Roman,2025,Saturday,1,2,0.01
Roman,2025,Saturday,17,26,0.17
Roman,2025,Saturday,18,105,0.68
Roman,2025,Saturday,19,129,0.83
Roman,2025,Saturday,20,53,0.34
Roman,2025,Saturday,21,64,0.41
Roman,2025,Saturday,22,125,0.81
Roman,2025,Saturday,23,139,0.9
Roman,2025,Sunday,0,80,0.52
Roman,2025,Sunday,1,9,0.06
Roman,2025,Sunday,7,7,0.05
Roman,2025,Sunday,8,131,0.84
Roman,2025,Sunday,9,84,0.54
Roman,2025,Sunday,10,73,0.47
Roman,2025,Sunday,11,124,0.8
Roman,2025,Sunday,12,79,0.51
Roman,2025,Sunday,13,137,0.88
Roman,2025,Sunday,14,202,1.3
Roman,2025,Sunday,15,186,1.2
Roman,2025,Sunday,16,201,1.29
Roman,2025,Sunday,17,254,1.64
Roman,2025,Sunday,18,254,1.64
Roman,2025,Sunday,19,261,1.68
Roman,2025,Sunday,20,184,1.19
Roman,2025,Sunday,21,246,1.58
Roman,2025,Sunday,22,201,1.29
Roman,2025,Sunday,23,264,1.7
Roman,2025,Thursday,0,148,0.95
Roman,2025,Thursday,1,23,0.15
Roman,2025,Thursday,3,1,0.01
Roman,2025,Thursday,8,73,0.47
Roman,2025,Thursday,9,126,0.81
Roman,2025,Thursday,10,115,0.74
Roman,2025,Thursday,11,125,0.81
Roman,2025,Thursday,12,48,0.31
Roman,2025,Thursday,13,68,0.44
Roman,2025,Thursday,14,91,0.59
Roman,2025,Thursday,15,146,0.94
Roman,2025,Thursday,16,141,0.91
Roman,2025,Thursday,17,133,0.86
Roman,2025,Thursday,18,138,0.89
Roman,2025,Thursday,19,161,1.04
Roman,2025,Thursday,20,188,1.21
Roman,2025,Thursday,21,170,1.1
Roman,2025,Thursday,22,232,1.49
Roman,2025,Thursday,23,240,1.55
Roman,2025,Tuesday,0,78,0.5
Roman,2025,Tuesday,1,13,0.08
Roman,2025,Tuesday,8,29,0.19
Roman,2025,Tuesday,9,63,0.41
Roman,2025,Tuesday,10,144,0.93
Roman,2025,Tuesday,11,156,1.0
Roman,2025,Tuesday,12,127,0.82
Roman,2025,Tuesday,13,197,1.27
Roman,2025,Tuesday,14,280,1.8
Roman,2025,Tuesday,15,287,1.85
Roman,2025,Tuesday,16,210,1.35
Roman,2025,Tuesday,17,194,1.25
Roman,2025,Tuesday,18,135,0.87
Roman,2025,Tuesday,19,127,0.82
Roman,2025,Tuesday,20,145,0.93
Roman,2025,Tuesday,21,180,1.16
Roman,2025,Tuesday,22,138,0.89
Roman,2025,Tuesday,23,164,1.06
Roman,2025,Wednesday,0,73,0.47
Roman,2025,Wednesday,1,7,0.05
Roman,2025,Wednesday,7,3,0.02
Roman,2025,Wednesday,8,4,0.03
Roman,2025,Wednesday,9,30,0.19
Roman,2025,Wednesday,10,40,0.26
Roman,2025,Wednesday,11,52,0.33
Roman,2025,Wednesday,12,112,0.72
Roman,2025,Wednesday,13,115,0.74
Roman,2025,Wednesday,14,106,0.68
Roman,2025,Wednesday,15,150,0.97
Roman,2025,Wednesday,16,231,1.49
Roman,2025,Wednesday,17,202,1.3
Roman,2025,Wednesday,18,229,1.48
Roman,2025,Wednesday,19,159,1.02
Roman,2025,Wednesday,20,157,1.01
Roman,2025,Wednesday,21,169,1.09
Roman,2025,Wednesday,22,187,1.2
Roman,2025,Wednesday,23,320,2.06
Roman,2026,Friday,0,4,0.05
Roman,2026,Friday,7,2,0.03
Roman,2026,Friday,8,3,0.04
Roman,2026,Friday,9,3,0.04
Roman,2026,Friday,10,1,0.01
Roman,2026,Friday,11,45,0.59
Roman,2026,Friday,12,67,0.88
Roman,2026,Friday,13,127,1.66
Roman,2026,Friday,14,137,1.8
Roman,2026,Friday,15,107,1.4
Roman,2026,Friday,16,160,2.1
Roman,2026,Friday,17,33,0.43
Roman,2026,Friday,18,21,0.28
Roman,2026,Friday,20,2,0.03
Roman,2026,Monday,0,10,0.13
Roman,2026,Monday,8,15,0.2
Roman,2026,Monday,9,8,0.1
Roman,2026,Monday,10,63,0.83
Roman,2026,Monday,11,95,1.24
Roman,2026,Monday,12,106,1.39
Roman,2026,Monday,13,83,1.09
Roman,2026,Monday,14,96,1.26
Roman,2026,Monday,15,128,1.68
Roman,2026,Monday,16,109,1.43
Roman,2026,Monday,17,67,0.88
Roman,2026,Monday,18,74,0.97
Roman,2026,Monday,19,83,1.09
Roman,2026,Monday,20,47,0.62
Roman,2026,Monday,21,100,1.31
Roman,2026,Monday,22,131,1.72
Roman,2026,Monday,23,41,0.54
Roman,2026,Saturday,11,1,0.01
Roman,2026,Saturday,18,18,0.24
Roman,2026,Saturday,19,72,0.94
Roman,2026,Saturday,20,39,0.51
Roman,2026,Saturday,21,94,1.23
Roman,2026,Saturday,22,166,2.18
Roman,2026,Saturday,23,70,0.92
Roman,2026,Sunday,0,4,0.05
Roman,2026,Sunday,8,32,0.42
Roman,2026,Sunday,9,38,0.5
Roman,2026,Sunday,10,52,0.68
Roman,2026,Sunday,11,58,0.76
Roman,2026,Sunday,12,53,0.69
Roman,2026,Sunday,13,151,1.98
Roman,2026,Sunday,14,184,2.41
Roman,2026,Sunday,15,206,2.7
Roman,2026,Sunday,16,178,2.33
Roman,2026,Sunday,17,159,2.08
Roman,2026,Sunday,18,86,1.13
Roman,2026,Sunday,19,96,1.26
Roman,2026,Sunday,20,46,0.6
Roman,2026,Sunday,21,124,1.62
Roman,2026,Sunday,22,110,1.44
Roman,2026,Sunday,23,38,0.5
Roman,2026,Thursday,0,2,0.03
Roman,2026,Thursday,8,55,0.72
Roman,2026,Thursday,9,62,0.81
Roman,2026,Thursday,10,95,1.24
Roman,2026,Thursday,11,41,0.54
Roman,2026,Thursday,12,23,0.3
Roman,2026,Thursday,13,69,0.9
Roman,2026,Thursday,14,69,0.9
Roman,2026,Thursday,15,66,0.86
Roman,2026,Thursday,16,82,1.07
Roman,2026,Thursday,17,47,0.62
Roman,2026,Thursday,18,23,0.3
Roman,2026,Thursday,19,15,0.2
Roman,2026,Thursday,20,36,0.47
Roman,2026,Thursday,21,68,0.89
Roman,2026,Thursday,22,98,1.28
Roman,2026,Thursday,23,73,0.96
Roman,2026,Tuesday,0,3,0.04
Roman,2026,Tuesday,8,24,0.31
Roman,2026,Tuesday,9,7,0.09
Roman,2026,Tuesday,10,30,0.39
Roman,2026,Tuesday,11,41,0.54
Roman,2026,Tuesday,12,95,1.24
Roman,2026,Tuesday,13,130,1.7
Roman,2026,Tuesday,14,206,2.7
Roman,2026,Tuesday,15,147,1.93
Roman,2026,Tuesday,16,188,2.46
Roman,2026,Tuesday,17,108,1.42
Roman,2026,Tuesday,18,152,1.99
Roman,2026,Tuesday,19,88,1.15
Roman,2026,Tuesday,20,24,0.31
Roman,2026,Tuesday,21,90,1.18
Roman,2026,Tuesday,22,112,1.47
Roman,2026,Tuesday,23,29,0.38
Roman,2026,Wednesday,0,1,0.01
Roman,2026,Wednesday,6,1,0.01
Roman,2026,Wednesday,7,10,0.13
Roman,2026,Wednesday,8,1,0.01
Roman,2026,Wednesday,9,40,0.52
Roman,2026,Wednesday,10,23,0.3
Roman,2026,Wednesday,11,50,0.66
Roman,2026,Wednesday,12,52,0.68
Roman,2026,Wednesday,13,71,0.93
Roman,2026,Wednesday,14,108,1.42
Roman,2026,Wednesday,15,168,2.2
Roman,2026,Wednesday,16,156,2.04
Roman,2026,Wednesday,17,125,1.64
Roman,2026,Wednesday,18,40,0.52
Roman,2026,Wednesday,19,68,0.89
Roman,2026,Wednesday,20,56,0.73
Roman,2026,Wednesday,21,66,0.86
Roman,2026,Wednesday,22,100,1.31
Roman,2026,Wednesday,23,55,0.72
